,index,artist,company,length,part,song,video,views,year
3050,4,Software Blonde,Pyramid Country,40 minutes,Tyler Franz,Heart Gongs,Pyramid Country - Exeter,41295,2015
3051,5,Triple 6 Mafia,Pyramid Country,40 minutes,Kevin Skutnik,I Thought U Knew,Pyramid Country - Exeter,41295,2015
3052,6,Haircuts For Men,Pyramid Country,40 minutes,Shaun Gregoire,?,Pyramid Country - Exeter,41295,2015
3053,7,Antwon,Pyramid Country,40 minutes,Homies,Lap of Luxury,Pyramid Country - Exeter,41295,2015
3054,8,Tangerine Dream,Pyramid Country,40 minutes,Jahir Carbajal,Evil Healing,Pyramid Country - Exeter,41295,2015
3055,9,Espirit &#31354;&#24819;,Pyramid Country,40 minutes,James Link,+65 6742 1771,Pyramid Country - Exeter,41295,2015
3056,10,Adeodat Warfield,Pyramid Country,40 minutes,Dave Engerer,"Larry, Baby, Don´t Go",Pyramid Country - Exeter,41295,2015
3057,11,Adeodat Warfield,Pyramid Country,40 minutes,Eric Dowswell,Unrelated Unlimited,Pyramid Country - Exeter,41295,2015
3058,12,Bill Nelson,Pyramid Country,40 minutes,Dean Palmer & Ryan Sublette,Dark Angel,Pyramid Country - Exeter,41295,2015
3059,13,Loud Lord & aarabMUZIK,Pyramid Country,40 minutes,Aric Blattner,Pressure,Pyramid Country - Exeter,41295,2015
3060,14,Adeodat Warfield,Pyramid Country,40 minutes,Aaron Goure,Four Wheeler Dealer,Pyramid Country - Exeter,41295,2015
3061,15,S. Maharba,Pyramid Country,40 minutes,Kevin Braun,She A Crook,Pyramid Country - Exeter,41295,2015
3062,16,Adeodat Warfield,Pyramid Country,40 minutes,Credits,Young Automobiles,Pyramid Country - Exeter,41295,2015
3063,0,Sonny Curtis,WhoWhat?! Productions,47 minutes,Intro,Love Is All Around,Boondoggle,41701,2008
3064,1,Judas Priest,WhoWhat?! Productions,47 minutes,Davis Torgerson #1,"Better By You, Better Than Me",Boondoggle,41701,2008
3065,2,"Gonzales, Feist & Dani",WhoWhat?! Productions,47 minutes,Davis Torgerson #2,Boomerang 2005,Boondoggle,41701,2008
3066,3,Shocking Blue,WhoWhat?! Productions,47 minutes,Gregg Clover,Never Marry a Railroad Man,Boondoggle,41701,2008
3067,4,The Rosewood Thieves,WhoWhat?! Productions,47 minutes,Casey Copenhaver & Tim Huey,Los Angeles,Boondoggle,41701,2008
3068,5,Paul Simon,WhoWhat?! Productions,47 minutes,Pat Gallaher,50 Ways to Leave Your Lover,Boondoggle,41701,2008
3069,6,The Steve Miller Band,WhoWhat?! Productions,47 minutes,Friends,Abracadabra,Boondoggle,41701,2008
3070,7,The Doors,WhoWhat?! Productions,47 minutes,Tabari Cook & Neal Shipe,Soul Kitchen,Boondoggle,41701,2008
3071,8,MGMT,WhoWhat?! Productions,47 minutes,Tom Rohrer,Time To Pretend,Boondoggle,41701,2008
3072,9,The Searchers,WhoWhat?! Productions,47 minutes,Dan Narloch #1,Love Potion No. 9,Boondoggle,41701,2008
3073,10,Steely Dan,WhoWhat?! Productions,47 minutes,Dan Narloch #2,Dirty Work,Boondoggle,41701,2008
3074,11,The Temptations,WhoWhat?! Productions,47 minutes,C.J. Tambornino,I Can't Get Next to You,Boondoggle,41701,2008
3075,12,OutKast,WhoWhat?! Productions,47 minutes,David Jaimes #1,ATLiens,Boondoggle,41701,2008
3076,13,Morcheeba,WhoWhat?! Productions,47 minutes,David Jaimes #2,Wonders Never Cease,Boondoggle,41701,2008
3077,14,The Jesus & Mary Chain,WhoWhat?! Productions,47 minutes,Credits,Just Like Honey,Boondoggle,41701,2008
3078,15,M83,WhoWhat?! Productions,47 minutes,Trailer,Cyborg,Boondoggle,41701,2008
3079,0,Liam Lynch,Cliché Skateboards,28 minutes,intro,United States of Whatever,Cliché - Freedom Fries,38594,2004
3080,1,The Rolling Stones,Cliché Skateboards,28 minutes,Lucas Puig,Symphathy For The Devil,Cliché - Freedom Fries,38594,2004
3081,2,Liam Lynch,Cliché Skateboards,28 minutes,Franklin Stephens,Still Wasted (From the Party Last Night),Cliché - Freedom Fries,38594,2004
3082,3,Yeah Yeah Yeahs,Cliché Skateboards,28 minutes,Charles Collet & Ricardo Fonseca,"No, No, No",Cliché - Freedom Fries,38594,2004
3083,4,Godspeed You! Black Emperor,Cliché Skateboards,28 minutes,JJ Rousseau & Cale Nuske,Speed Garage,Cliché - Freedom Fries,38594,2004
3084,5,Neutral Milk Hotel,Cliché Skateboards,28 minutes,friends/flow riders,#10,Cliché - Freedom Fries,38594,2004
3085,6,Stan Getz,Cliché Skateboards,28 minutes,Jeremie Daclin intro,It Don't Mean A Thing (If It Ain't Got That Swing),Cliché - Freedom Fries,38594,2004
3086,7,Joe Pass,Cliché Skateboards,28 minutes,Jeremie Daclin,Better Days,Cliché - Freedom Fries,38594,2004
3087,8,Earlimart,Cliché Skateboards,28 minutes,Thibaud Fradin,Burning the Cow,Cliché - Freedom Fries,38594,2004
3088,9,Mano Negra,Cliché Skateboards,28 minutes,Javier Mendizibal,Out of Time Man,Cliché - Freedom Fries,38594,2004
3089,10,The Polyphonic Spree,Cliché Skateboards,28 minutes,Vincent Bressol,Light and Day,Cliché - Freedom Fries,38594,2004
3090,11,Babe Ruth,Cliché Skateboards,28 minutes,JB Gillet,The Mexican,Cliché - Freedom Fries,38594,2004
3091,12,Teamtendo,Cliché Skateboards,28 minutes,crazy,Santana Sucks,Cliché - Freedom Fries,38594,2004
3092,13,Georges Brassens,Cliché Skateboards,28 minutes,credits,Les Copains d'Abord,Cliché - Freedom Fries,38594,2004
3093,0,T. Rex,Osiris Shoes,28 minutes,Intro,Children Of Revolution,Osiris Kids - Children Of The Revolution,38518,2008
3094,1,The Drowning Men,Osiris Shoes,28 minutes,Shane Borland,Good Man,Osiris Kids - Children Of The Revolution,38518,2008
3095,2,The Cry,Osiris Shoes,28 minutes,Allysha Bergado #1,Twist of Faith,Osiris Kids - Children Of The Revolution,38518,2008
3096,3,Superdose,Osiris Shoes,28 minutes,Allysha Bergado #1,Brazilian Song,Osiris Kids - Children Of The Revolution,38518,2008
3097,4,The Bloody Hollies,Osiris Shoes,28 minutes,Tyson Bowerbank,Mona,Osiris Kids - Children Of The Revolution,38518,2008
3098,5,MGMT,Osiris Shoes,28 minutes,Leticia Bufoni,Kids,Osiris Kids - Children Of The Revolution,38518,2008
3099,6,Gasolin',Osiris Shoes,28 minutes,Jake Hill #1,RabalderstræDe,Osiris Kids - Children Of The Revolution,38518,2008
3100,7,Gasolin,Osiris Shoes,28 minutes,Jake Hill #2,This is My Life,Osiris Kids - Children Of The Revolution,38518,2008
3101,8,Joe Wood and The Loney On,Osiris Shoes,28 minutes,Credits,Lilian,Osiris Kids - Children Of The Revolution,38518,2008
3102,0,Dublex Inc,Adidas Skateboarding,24 minutes,Intro,Bienvenido (feat. Martin Ferres),adidas - Korean Dance,35614,2006
3103,1,Eric Sumo,Adidas Skateboarding,24 minutes,Intro Korea,This Is Where It Began,adidas - Korean Dance,35614,2006
3104,2,Sorry Computer,Adidas Skateboarding,24 minutes,Lem Villemin,Chicken And Parrots,adidas - Korean Dance,35614,2006
3105,3,Eumel From The Plague,Adidas Skateboarding,24 minutes,Julien Bachelier & Sebastien Daurel,Life And Freestyle,adidas - Korean Dance,35614,2006
3106,4,Eric Sumo,Adidas Skateboarding,24 minutes,Marcos Gomez & Raul Navarro,The Real Moustache,adidas - Korean Dance,35614,2006
3107,5,Putte,Adidas Skateboarding,24 minutes,Jeremy Reinhard,Here They Come,adidas - Korean Dance,35614,2006
3108,6,The Plague,Adidas Skateboarding,24 minutes,Outro,Think About It,adidas - Korean Dance,35614,2006
3109,0,Animal Collective,DVS Shoes,79 minutes,Weekend at Marty's #1,Peacebone,DVS - Videography Collection,37612,2010
3110,1,YACHT,DVS Shoes,79 minutes,Weekend at Marty's #2,So Post All 'Em,DVS - Videography Collection,37612,2010
3111,2,Girls,DVS Shoes,79 minutes,Weekend at Marty's #3,Lust For Life,DVS - Videography Collection,37612,2010
3112,3,Starfucker,DVS Shoes,79 minutes,Weekend at Torey's #1,Rawnald Gregory Erickson the Second,DVS - Videography Collection,37612,2010
3113,4,The Black Keys,DVS Shoes,79 minutes,Weekend at Torey's #2,Howlin` For You,DVS - Videography Collection,37612,2010
3114,5,Foreign Born,DVS Shoes,79 minutes,Weekend at Torey's #3,Early Warnings in Uncharted Reaches,DVS - Videography Collection,37612,2010
3115,6,King Tuff,DVS Shoes,79 minutes,Introducing Nick Garcia,Sun Medallion,DVS - Videography Collection,37612,2010
3116,7,Diana Ross & The Supremes,DVS Shoes,79 minutes,Daewon X Almost Love Child #1,Love Child,DVS - Videography Collection,37612,2010
3117,8,Lykke Li,DVS Shoes,79 minutes,Daewon X Almost Love Child #2,Tonight,DVS - Videography Collection,37612,2010
3118,9,Foreign Born,DVS Shoes,79 minutes,Hallelujah Extended Commercial,Blood Oranges,DVS - Videography Collection,37612,2010
3119,10,Proof,DVS Shoes,79 minutes,Make Friends with Mark's Leftovers,I am Kloot,DVS - Videography Collection,37612,2010
3120,11,Bobby Fuller Four,DVS Shoes,79 minutes,Streets of Copenhagen,Let Her Dance,DVS - Videography Collection,37612,2010
3121,12,Guy Davis,DVS Shoes,79 minutes,Woodward Beijing,Red Goose,DVS - Videography Collection,37612,2010
3122,13,The Rosewood Thieves,DVS Shoes,79 minutes,Woodward West,Doctor,DVS - Videography Collection,37612,2010
3123,14,Gay Unicorns,DVS Shoes,79 minutes,Mix 'N Match,Gay Against You,DVS - Videography Collection,37612,2010
3124,15,Sade,DVS Shoes,79 minutes,Chico X LRG Then,Smooth Operator,DVS - Videography Collection,37612,2010
3125,16,Mayer Hawthorne,DVS Shoes,79 minutes,Chico X LRG Now,The Ills,DVS - Videography Collection,37612,2010
3126,17,Unborn Chickens,DVS Shoes,79 minutes,Grip It and Phlip It Tour,Don't You Stop,DVS - Videography Collection,37612,2010
3127,18,Carter Burwell,DVS Shoes,79 minutes,Don't Mess With Raising Arizona Tour #1,Way Out There,DVS - Videography Collection,37612,2010
3128,19,Passion Pit,DVS Shoes,79 minutes,Don't Mess With Raising Arizona Tour #3,Make Light,DVS - Videography Collection,37612,2010
3129,20,Iron Maiden,DVS Shoes,79 minutes,Don't Mess With Raising Arizona Tour #4,Can I Play With Madness,DVS - Videography Collection,37612,2010
3130,21,Jay Z,DVS Shoes,79 minutes,Kristian Bomholt Remembered 2010,Young Forever,DVS - Videography Collection,37612,2010
3131,0,Death In Vegas,Girl Skateboards,27 minutes,Portugal,Hands Around My Throat,Girl - Harsh Euro Barge,41257,2003
3132,1,Kosheen,Girl Skateboards,27 minutes,France,Suicide (Slip and Slide),Girl - Harsh Euro Barge,41257,2003
3133,2,The Strokes,Girl Skateboards,27 minutes,Prague,Someday,Girl - Harsh Euro Barge,41257,2003
3134,3,Golden Boy & Miss Kittin,Girl Skateboards,27 minutes,Germany,Rippin Kittin,Girl - Harsh Euro Barge,41257,2003
3135,4,DB Boulevard,Girl Skateboards,27 minutes,Credits,Point Of View,Girl - Harsh Euro Barge,41257,2003
3136,0,Broken Spindles,Silver Trucks,25 minutes,intro,Induction,Silver In Barcelona,42133,2008
3137,1,Boards of Canada,Silver Trucks,25 minutes,flying to Barcelona,Rue The Whirl,Silver In Barcelona,42133,2008
3138,2,Sixtoo,Silver Trucks,25 minutes,Paul Rodriguez/Nyjah Huston,"Duration Project, Pt. 11",Silver In Barcelona,42133,2008
3139,3,Swim Party,Silver Trucks,25 minutes,team montage,Paria,Silver In Barcelona,42133,2008
3140,4,Aimee Mann,Silver Trucks,25 minutes,Danny Cerezini/Lem Villemin talking,Nothing is Good Enough,Silver In Barcelona,42133,2008
3141,5,Bloc Party,Silver Trucks,25 minutes,closing,I Still Remember,Silver In Barcelona,42133,2008
3142,6,Shout Out Louds,Silver Trucks,25 minutes,credits,Ill Wills,Silver In Barcelona,42133,2008
3143,0,Kingpin Skinny Pimp,Shake Junt,23 minutes,Montage #1,Shake Junt (Remix),Shake Junt - Skate Tank,35751,2014
3144,1,Kingpin Skinny Pimp,Shake Junt,23 minutes,Theotis Beasley,Give Me Sum,Shake Junt - Skate Tank,35751,2014
3145,2,Fly Society,Shake Junt,23 minutes,Terry Kennedy and Tristan Funkhouser,The Takeover,Shake Junt - Skate Tank,35751,2014
3146,3,Kingpin Skinny Pimp,Shake Junt,23 minutes,Montage #3,Don't Fuck With Me,Shake Junt - Skate Tank,35751,2014
3147,4,Kingpin Skinny Pimp,Shake Junt,23 minutes,Cyril Jackson and Mike White,Gold of the 90's (Screwed),Shake Junt - Skate Tank,35751,2014
3148,0,Sol,411 Video Magazine,33 minutes,openers,The Box Car,411VM - The 522 On The 411,43170,2007
3149,1,Gary Reynolds & The Brides of Obscurity,411 Video Magazine,33 minutes,opening,Here We Go Again,411VM - The 522 On The 411,43170,2007
3150,2,Matt Costa,411 Video Magazine,33 minutes,Justin Schulte,Mr. Pitiful,411VM - The 522 On The 411,43170,2007
3151,3,Camel,411 Video Magazine,33 minutes,Krooked montage,The Snow Goose,411VM - The 522 On The 411,43170,2007
3152,4,Tommy Guerrero,411 Video Magazine,33 minutes,Adidas montage,War No More,411VM - The 522 On The 411,43170,2007
3153,5,Witchcraft,411 Video Magazine,33 minutes,Andrew Allen,I Want You To Know,411VM - The 522 On The 411,43170,2007
3154,6,Eddie Spaghetti,411 Video Magazine,33 minutes,credits,Here We Go,411VM - The 522 On The 411,43170,2007
3155,0,G,Supra Footwear,6 minutes,Geto Boys,Code,Supra - Three Amigos Texas Tour,35527,2011
3156,0,Jersey,Free Magazine,37 minutes,Intro,Mondial Jersey,Possessed To Chill,36244,2009
3157,1,Please The Trees,Free Magazine,37 minutes,Ondrej Leskoviansky,Red Sky,Possessed To Chill,36244,2009
3158,2,I AM X,Free Magazine,37 minutes,Arnost Ceral,Kingdom Of Welcome Addiction,Possessed To Chill,36244,2009
3159,3,Moimir Papalescu & The Nihilists,Free Magazine,37 minutes,Montage #1,Summer Wine,Possessed To Chill,36244,2009
3160,4,Bullerbyne,Free Magazine,37 minutes,Matej Hakl,Deep Green And Blue,Possessed To Chill,36244,2009
3161,5,Moimir Papalescu & The Nihilists,Free Magazine,37 minutes,Tomas Stejskal,Holy Night,Possessed To Chill,36244,2009
3162,6,Ladytron,Free Magazine,37 minutes,Montage #2,Ghosts,Possessed To Chill,36244,2009
3163,7,RjD2,Free Magazine,37 minutes,Nikolas Tusl,Weather People,Possessed To Chill,36244,2009
3164,8,I AM X,Free Magazine,37 minutes,Maxim Habanec,After Every Party I Die,Possessed To Chill,36244,2009
3165,9,Year Long Disaster,Free Magazine,37 minutes,Peter Molec,The Fool And You,Possessed To Chill,36244,2009
3166,10,Eight Dayz,Free Magazine,37 minutes,Credits,I'd Like To Be You Sometimes,Possessed To Chill,36244,2009
3167,11,I AM X,Free Magazine,37 minutes,Trailer,Nature Of Inviting,Possessed To Chill,36244,2009
3168,0,Three Dog Night,Mikendo Films,45 minutes,Intro,One,The Filmbot Files,36545,2005
3169,1,America,Mikendo Films,45 minutes,Marty Murawski,A Horse With No Name,The Filmbot Files,36545,2005
3170,2,Electric Light Orchestra,Mikendo Films,45 minutes,Arizona File,Twilight,The Filmbot Files,36545,2005
3171,3,Guns N' Roses,Mikendo Films,45 minutes,Hellrose Apt. #1,Night Train,The Filmbot Files,36545,2005
3172,4,Busta Rhymes,Mikendo Films,45 minutes,Hellrose Apt. #2,Break Ya Neck,The Filmbot Files,36545,2005
3173,5,The Beatles,Mikendo Films,45 minutes,Derek Fukuhara #2,I'm So Tired,The Filmbot Files,36545,2005
3174,6,The Postal Service,Mikendo Films,45 minutes,Tech File,Such Great Heights,The Filmbot Files,36545,2005
3175,7,The Notwist,Mikendo Films,45 minutes,Daryl Angel & Ryan Lay,One With The Freaks,The Filmbot Files,36545,2005
3176,8,Kiss,Mikendo Films,45 minutes,Darkstar File,Black Diamond,The Filmbot Files,36545,2005
3177,9,DJ Kayslay / Three 6 Mafia,Mikendo Films,45 minutes,Ghetto Hesh File,Who Gives A Fuck Where You From,The Filmbot Files,36545,2005
3178,10,Bangles,Mikendo Films,45 minutes,Robert Lim,Hazy Shades Of Winter,The Filmbot Files,36545,2005
3179,11,The Guess Who,Mikendo Films,45 minutes,Undun File,Undun,The Filmbot Files,36545,2005
3180,12,The Rolling Stones,Mikendo Films,45 minutes,Jason Wakuzawa,You Can't Get Always What You Want,The Filmbot Files,36545,2005
3181,13,Pavement,Mikendo Films,45 minutes,Credits #1,Spit On A Stranger,The Filmbot Files,36545,2005
3182,14,Eddie Grant,Mikendo Films,45 minutes,Credits #2,Electric Avenue,The Filmbot Files,36545,2005
3183,15,Camp Lo,Mikendo Films,45 minutes,Bonus,Luchini,The Filmbot Files,36545,2005
3184,0,Joe Strummer and the Mescaleros,The Firm,58 minutes,Jani Laitiala,Cool 'n' Out,The Firm - Can't Stop,42713,2003
3185,1,Los Chunguitos,The Firm,58 minutes,Javier Sarmiento,Deme Veneno,The Firm - Can't Stop,42713,2003
3186,2,Ray Barbee,The Firm,58 minutes,John White,Buzzoff,The Firm - Can't Stop,42713,2003
3187,3,Nag Champa,The Firm,58 minutes,Wieger Van Wageningen,Phoney and Fake,The Firm - Can't Stop,42713,2003
3188,4,Ray Barbee,The Firm,58 minutes,"Wagner Ramos, Mike Chin, Alexis Sablone",Nao Sica De Bobeira,The Firm - Can't Stop,42713,2003
3189,5,Flogging Molly,The Firm,58 minutes,Jared Herman,What's Left of the Flag,The Firm - Can't Stop,42713,2003
3190,6,Ray Barbee,The Firm,58 minutes,Ray Barbee,Pressing On,The Firm - Can't Stop,42713,2003
3191,7,Ray Barbee,The Firm,58 minutes,Lance Mountain,Sweet Dreams,The Firm - Can't Stop,42713,2003
3192,8,Ray Barbee,The Firm,58 minutes,Matt Beach,Lesson In Syncopation,The Firm - Can't Stop,42713,2003
3193,9,Ray Barbee,The Firm,58 minutes,Bob Burnquist,Can't Stop Bob,The Firm - Can't Stop,42713,2003
3194,10,Tribalistas,The Firm,58 minutes,Rodrigo Teixeira #1,Já Sei Namorar,The Firm - Can't Stop,42713,2003
3195,11,Big L,The Firm,58 minutes,Rodrigo Teixeira #2,Deadly Combination(Instrumental),The Firm - Can't Stop,42713,2003
3196,0,Valkarys,Flip Skateboards,11 minutes,Intro,Can't Win For Losing,Flip - 3,42013,2014
3197,1,Uncle Acid & The Deadbeats,Flip Skateboards,11 minutes,Louie Lopez,I'll Cut You Down,Flip - 3,42013,2014
3198,2,Future Islands,Flip Skateboards,11 minutes,Curren Caples,Heart Grows Old,Flip - 3,42013,2014
3199,3,The Shrine,Flip Skateboards,11 minutes,Alec Majerus,Tripping Corpse,Flip - 3,42013,2014
3200,4,Future Islands,Flip Skateboards,11 minutes,Credits,Vireo's Eye,Flip - 3,42013,2014
3201,0,Cut Chemist,Element Skateboards,16 minutes,Chad Tim Tim Intro,Big Break,Element - Quattro,38226,2010
3202,1,Status Quo,Element Skateboards,16 minutes,Chad Tim Tim,Pictures Of Matchstick Men,Element - Quattro,38226,2010
3203,2,Woody Guthrie,Element Skateboards,16 minutes,Levi Brown Intro,Riding In My Car,Element - Quattro,38226,2010
3204,3,Janis Joplin,Element Skateboards,16 minutes,Levi Brown,Get It While You Can,Element - Quattro,38226,2010
3205,4,The Commodores,Element Skateboards,16 minutes,Darrell Stanton,Easy,Element - Quattro,38226,2010
3206,5,Mo,Element Skateboards,16 minutes,Bonus: Totally Slo,?,Element - Quattro,38226,2010
3207,0,Nina Simone,Organika Skateboards,13 minutes,Zach Lyons #1,Take Care of Business,Organika - Zach & Walker's Concrete Jungle,36513,2008
3208,1,Wendy Rene,Organika Skateboards,13 minutes,Zach Lyons #2,After Laughter,Organika - Zach & Walker's Concrete Jungle,36513,2008
3209,2,Dreddy Kruger,Organika Skateboards,13 minutes,Rodrigo Peterson,Introduction,Organika - Zach & Walker's Concrete Jungle,36513,2008
3210,3,The Kooks,Organika Skateboards,13 minutes,Walker Ryan #1,Ooh La,Organika - Zach & Walker's Concrete Jungle,36513,2008
3211,4,Peter Bjorn and John,Organika Skateboards,13 minutes,Walker Ryan #2,The Chills,Organika - Zach & Walker's Concrete Jungle,36513,2008
3212,0,John Lee Hooker,Skate Sauce,60 minutes,Intro #1,No Shoes,Skate Sauce - Hard Times But Good Times,35484,2012
3213,1,Big K.R.I.T.,Skate Sauce,60 minutes,Intro #2,R4 Theme Song,Skate Sauce - Hard Times But Good Times,35484,2012
3214,2,Quincy Jones,Skate Sauce,60 minutes,Vincent Alvarez,Walking In Space,Skate Sauce - Hard Times But Good Times,35484,2012
3215,3,Buena Vista Social Club,Skate Sauce,60 minutes,Brett Sube,Candela,Skate Sauce - Hard Times But Good Times,35484,2012
3216,4,Wu Tang X Beatles,Skate Sauce,60 minutes,LA Family,City High,Skate Sauce - Hard Times But Good Times,35484,2012
3217,5,Duke Ellington & John Coltrane,Skate Sauce,60 minutes,Mott Gottwig,In a Sentimental Mood,Skate Sauce - Hard Times But Good Times,35484,2012
3218,6,Les DeMerle,Skate Sauce,60 minutes,Jesse Silvey,Day In The Life,Skate Sauce - Hard Times But Good Times,35484,2012
3219,7,Wu Tang X Beatles,Skate Sauce,60 minutes,Nick Panza,Smith Brothers,Skate Sauce - Hard Times But Good Times,35484,2012
3220,8,Notorious B.I.G.,Skate Sauce,60 minutes,SK8MAFIA Fam 1,Ready to Die,Skate Sauce - Hard Times But Good Times,35484,2012
3221,9,Shuggie Otis,Skate Sauce,60 minutes,O.G. Fam,Strawberry Letter 23,Skate Sauce - Hard Times But Good Times,35484,2012
3222,10,Gil Scott Heron,Skate Sauce,60 minutes,Nolan Lee,Did You Hear What They Said,Skate Sauce - Hard Times But Good Times,35484,2012
3223,11,Gap Mangione,Skate Sauce,60 minutes,Sammy Baptista #1,Diana in the Autumn Wind,Skate Sauce - Hard Times But Good Times,35484,2012
3224,12,Slum Village,Skate Sauce,60 minutes,Sammy Baptista #2,Fall N Love,Skate Sauce - Hard Times But Good Times,35484,2012
3225,13,Bola Sete,Skate Sauce,60 minutes,Barcelona Family,Bettina,Skate Sauce - Hard Times But Good Times,35484,2012
3226,14,Gregory Isaacs,Skate Sauce,60 minutes,SK8MAFIA Fam 2 #1,Slum,Skate Sauce - Hard Times But Good Times,35484,2012
